	clusterAT1-like_names	clusterAT1-like_logfoldchanges	clusterAT1-like_pvals_adj	clusterAT1-like_percent_expressed	clusterAT1-like_auroc	clusterAT1-like_auprc	clusterAT2_names	clusterAT2_logfoldchanges	clusterAT2_pvals_adj	clusterAT2_percent_expressed	clusterAT2_auroc	clusterAT2_auprc	clusterAT2-like_names	clusterAT2-like_logfoldchanges	clusterAT2-like_pvals_adj	clusterAT2-like_percent_expressed	clusterAT2-like_auroc	clusterAT2-like_auprc	clusterCiliated cell_names	clusterCiliated cell_logfoldchanges	clusterCiliated cell_pvals_adj	clusterCiliated cell_percent_expressed	clusterCiliated cell_auroc	clusterCiliated cell_auprc	clusterClub cell_names	clusterClub cell_logfoldchanges	clusterClub cell_pvals_adj	clusterClub cell_percent_expressed	clusterClub cell_auroc	clusterClub cell_auprc	clusterEarly EMT_names	clusterEarly EMT_logfoldchanges	clusterEarly EMT_pvals_adj	clusterEarly EMT_percent_expressed	clusterEarly EMT_auroc	clusterEarly EMT_auprc	clusterEarly gastric_names	clusterEarly gastric_logfoldchanges	clusterEarly gastric_pvals_adj	clusterEarly gastric_percent_expressed	clusterEarly gastric_auroc	clusterEarly gastric_auprc	clusterEndoderm-like_names	clusterEndoderm-like_logfoldchanges	clusterEndoderm-like_pvals_adj	clusterEndoderm-like_percent_expressed	clusterEndoderm-like_auroc	clusterEndoderm-like_auprc	clusterGastric-like_names	clusterGastric-like_logfoldchanges	clusterGastric-like_pvals_adj	clusterGastric-like_percent_expressed	clusterGastric-like_auroc	clusterGastric-like_auprc	clusterHigh-plasticity cell state_names	clusterHigh-plasticity cell state_logfoldchanges	clusterHigh-plasticity cell state_pvals_adj	clusterHigh-plasticity cell state_percent_expressed	clusterHigh-plasticity cell state_auroc	clusterHigh-plasticity cell state_auprc	clusterLate gastric_names	clusterLate gastric_logfoldchanges	clusterLate gastric_pvals_adj	clusterLate gastric_percent_expressed	clusterLate gastric_auroc	clusterLate gastric_auprc	clusterNeuronal-like_names	clusterNeuronal-like_logfoldchanges	clusterNeuronal-like_pvals_adj	clusterNeuronal-like_percent_expressed	clusterNeuronal-like_auroc	clusterNeuronal-like_auprc	clusterPre-EMT_names	clusterPre-EMT_logfoldchanges	clusterPre-EMT_pvals_adj	clusterPre-EMT_percent_expressed	clusterPre-EMT_auroc	clusterPre-EMT_auprc
10	Timp3	inf	0.0	0.8376016872551973	0.798152106298524	0.2552893543667999	Lpin2		0.0	0.9034254143646409	0.7828528752514482	0.5143677339914389	Rpl37a	518.598	0.0	0.6319785618579723	0.7441066367809073	0.10548287072931334	3300002A11Rik	inf	5.173801204198277e-295	0.8963210702341137	0.9376312342731467	0.597830710452129	5330417C22Rik	inf	1.605501720495259e-164	0.7271468144044322	0.7981953788787182	0.11819157444023363	Igf2bp2	712.2889	0.0	0.6914200140944327	0.796079954761432	0.5528140856338335	Atp8a1	inf	6.44373130142705e-292	0.8240757278085372	0.6473623374410448	0.12348683056986912	Pcsk6	529.1258	0.0	0.6827476038338658	0.6939632817942948	0.25979742964736097	Elmo1	567.1061	0.0	0.7842154713435641	0.717256793586165	0.3534379483765092	Mprip	inf	1.0206558853006722e-212	0.8942961800104657	0.709897460803754	0.08189107703650043	Akr1c19	336.7509	4.578529551798012e-195	0.4835868694955965	0.6453645152581003	0.11670344866395752	Hip1	370.12054	0.0	0.4931381518755718	0.6981604908473509	0.17978298686819016	Igfbp7	inf	7.894896561770352e-267	0.6793300653594772	0.7083621746976703	0.16648247749178866
11	Shroom3		0.0	0.9059957818620066	0.7960679024287316	0.2333097746898891	Cacna1c		0.0	0.9313443830570902	0.7794509800201387	0.42460354527376476	Col4a1	inf	0.0	0.884323358642251	0.7394929771084304	0.07826822537383568	Spag17	inf	1.7380631310516804e-294	0.8963210702341137	0.9372144132578004	0.5898400618017342	Itprid1	inf	2.8943502787991024e-148	0.5803324099722992	0.7831395271187217	0.4337576383769557	Cdh13	inf	0.0	0.6471106412966878	0.7960163968765271	0.547361345133953	Ccser1		1.1276739292916924e-291	0.9089123057688873	0.6472924868530354	0.12205739772845796	Selenbp1	inf	0.0	0.7157614483493078	0.6931128970351065	0.2649063319614554	Meg3		0.0	0.9240839336047604	0.7164086680723417	0.34437390935869105	Plxna4		5.6894781973632256e-210	0.9298796441653584	0.708530116248393	0.08756955255590557	Actn4	425.52148	3.109965779389674e-194	0.7427275153456098	0.6450483094356029	0.11049830046744366	Heg1	391.62103	4.925316216415898e-305	0.505032021957914	0.6935750159333536	0.1535524682507447	Kirrel3		9.683268242201238e-261	0.7953431372549019	0.705969139124816	0.09819410268366864
12	Syn3	inf	0.0	0.8689364266345285	0.7904626349355883	0.21499743794709142	Gm13449	inf	0.0	0.6632044198895027	0.7767469340098153	0.5685525319445639	Scd1	724.4189	0.0	0.6342117016525235	0.7385824877677326	0.1206800593399035	Rp1	inf	2.334855542216308e-294	0.8779264214046822	0.9370939166960054	0.7879150015874143	Fmo2	inf	5.633209330260203e-142	0.760387811634349	0.7770918971730301	0.10162040069845422	Peak1	inf	0.0	0.8091085271317829	0.7957415421675653	0.5334278101013133	Snhg11	inf	1.29803772539137e-287	0.7133416681550276	0.6462594316370412	0.1220894459983131	Atp13a4	392.91425	0.0	0.5193823216187433	0.6918629341625946	0.3216720250565001	Shank2	inf	0.0	0.7802693391794551	0.7134794338371043	0.3452714259299679	Mboat1	517.7583	6.052785224776485e-205	0.6870748299319728	0.7060182111840337	0.07280170362667132	Cd36	inf	6.871000560452908e-186	0.7323191886842808	0.6419008430508677	0.08282933574352128	Gm43507	517.4087	1.2288302688740776e-301	0.39951204635559623	0.6924872615475903	0.31411829752900494	Gm15414	674.4868	2.204775673216237e-252	0.5490196078431373	0.7026441947427263	0.13043888664776895
13	Rtkn2	inf	0.0	0.6146429647484182	0.7818663117625344	0.43931131766601894	Itga9		0.0	0.9269981583793738	0.7752335152393202	0.47730921109450564	Wfdc2	595.8254	0.0	0.6936132201875838	0.7362477859989637	0.09959468056969883	Dnah3	inf	8.341338770402283e-294	0.8879598662207357	0.9366609521654458	0.5757510140994128	Por	inf	7.308221516801716e-123	0.7894736842105263	0.7578607833092663	0.11100046838620009	Efna5	inf	0.0	0.782152924594785	0.7889297347962975	0.45422514621423593	Lrmda		2.6744472112173968e-275	0.9235577781746741	0.6430990231196912	0.1094573033773202	Sftpb		0.0	0.9263045793397231	0.6913623799721353	0.22839366067667055	Pam	inf	0.0	0.7982461634826182	0.713304102078735	0.37003007330259274	Actn1	inf	1.0263353379808883e-197	0.7953950811093669	0.702345478264083	0.07405143386636996	Arhgap24	335.0047	1.2365473121939504e-184	0.5062716840138778	0.6414102592404383	0.09682478889271998	Piezo2	410.79956	2.309465608009974e-294	0.3989021043000915	0.6901507828145587	0.2826144424080803	Malt1	inf	2.609999812734822e-227	0.8472222222222222	0.6923398396078286	0.06296573137137074
14	Pard3b	inf	0.0	0.8379029828261525	0.778973410586099	0.24364982457945678	Myo5b	inf	0.0	0.8524493554327809	0.7677758282891646	0.5101493555533452	Calm1	573.38275	0.0	0.6681554265297007	0.7339236186995403	0.10005746643835342	Cfap61	inf	1.4532144505074544e-293	0.8779264214046822	0.9364602496178536	0.6934207922174414	Chd9	inf	1.6429613598488253e-122	0.7991689750692521	0.7574691641405722	0.11739361101200847	S100a6	inf	0.0	0.8198555320648344	0.7884811729718559	0.3335552175960703	Stk39		3.3860381696893565e-275	0.8930166101089481	0.643065242351315	0.11502160310950837	Oxr1	522.6666	0.0	0.6917997870074547	0.6903417070908124	0.24076731893314868	Kcnq1	inf	0.0	0.8744127779517695	0.7105723043466183	0.387643152016464	9030622O22Rik	inf	6.46780170705812e-197	0.7885923600209315	0.7019256387313328	0.07592809883104217	Kirrel3		7.933282751247796e-176	0.7427275153456098	0.6379957743107327	0.09052707010820168	Sptbn1	inf	4.96309680251251e-269	0.8542238487343702	0.6818075862839598	0.10717492926464837	St3gal4	inf	4.7480544631026605e-225	0.8133169934640523	0.6913754657464414	0.07777717280758681
15	Limch1	inf	0.0	0.7077432961735463	0.7752997997283128	0.407764406983458	Atp6v0a4	inf	0.0	0.8183425414364641	0.766504190903898	0.49760022262356984	H2-K1	inf	7.451126718325816e-305	0.7766860205448861	0.732441205812878	0.082159592268429	Cfap43	inf	2.7382248335794696e-293	0.931438127090301	0.9362356614889487	0.28293288274823136	Scgb3a1	inf	1.7590376915784582e-114	0.5069252077562327	0.7489249431303319	0.37747755502084057	Gm4876	inf	0.0	0.8272551092318534	0.7855963688878822	0.4369749704758611	9530026P05Rik		9.70069856315045e-272	0.843007679942847	0.642160475625506	0.14015986835152539	Ccnd3	inf	0.0	0.771884984025559	0.6876910050959472	0.24705625015372923	Clstn2	448.8915	0.0	0.563044159098027	0.7098164892761303	0.4058644062591932	Bcar3	inf	4.7467810211553295e-191	0.7519623233908949	0.6989003831523377	0.055913368251713426	Igf1r	inf	1.3508162610795176e-171	0.748065118761676	0.6363226240182167	0.10460430804739655	Mctp1	inf	1.0343670902689714e-262	0.6084172003659652	0.6796591769629624	0.18006798913405153	Celf4		1.028947796870461e-215	0.886437908496732	0.6873731652288604	0.06295159332522827
16	Gm42836	inf	0.0	0.7580596565230491	0.7698309862660055	0.2146015244152433	Eif4h	inf	0.0	0.716243093922652	0.7309849488431789	0.5041855265647305	Npnt	inf	2.831830139270333e-303	0.878517195176418	0.7318302003794582	0.08246544506900175	Tmem212	inf	6.469605096410187e-288	0.8745819397993311	0.9322159944127976	0.7003207169339501	Ces1d	645.2073	7.831775359775574e-114	0.5844875346260388	0.7481813194487359	0.11563046898957874	Prkg2	892.227	0.0	0.5710887949260042	0.7815841534229456	0.6114315029859572	Rbms3		1.8484791857931213e-255	0.9001607429898196	0.6378467630919629	0.11178672241683311	Thsd4		0.0	0.9161874334398296	0.6853088002129334	0.21723000796181569	Aox3	inf	0.0	0.6699029126213593	0.702903728429255	0.3511683013800745	Gmds	688.72174	7.365910814375805e-185	0.6127681841967556	0.6956469645446388	0.11410949129619109	Iqgap2	399.2157	2.635633690042608e-167	0.6071523885775287	0.6346111402903686	0.09666679324262913	Rhoj	325.37375	3.5693301339665737e-255	0.3821286977737115	0.6770647348722008	0.24706165718031825	H2-K1	inf	1.3149990785832113e-215	0.690359477124183	0.6873174880632533	0.0920424797633547
17	Macf1		0.0	0.9198553781259415	0.7619347025602253	0.16869819575007416	Malat1		0.0	1.0	0.7282318018683895	0.3029432138760487	Mecom		3.75098334816039e-278	0.9754354622599375	0.7220452684657648	0.05108145392915443	Dync1i1	inf	1.096585347373289e-287	0.8695652173913043	0.9320260011548752	0.7739813750474799	Naaladl2	inf	1.1796108351231171e-112	0.7853185595567868	0.7468857598592769	0.07802948992792773	Pmepa1	inf	0.0	0.8620507399577167	0.7784066597025014	0.3945184595408071	Fstl4	459.84113	2.1141351308859382e-255	0.5922486158242544	0.6378247819463714	0.12283902579402525	Rora	inf	0.0	0.7825346112886049	0.6830211762692082	0.26268022249924633	Parm1	383.58978	0.0	0.5989978077043533	0.7023433866345519	0.38368928815848147	Gm4876	inf	1.2188046665172894e-169	0.7681841967556253	0.6874574440091585	0.05105906086136529	Galnt18	518.5544	4.0173626483632456e-167	0.5372297838270617	0.634532517226001	0.08799153896514142	Prkch	407.15057	1.465841080518506e-253	0.4092711192436719	0.6764977938822335	0.22350579333379234	Tmsb4x	inf	8.912776665981624e-193	0.5841503267973857	0.6771454744514968	0.10913086135822425
18	Anxa3	inf	0.0	0.8611027417896957	0.757047820275969	0.1918871442693185	Pde7b		0.0	0.8571639042357274	0.7278926784170509	0.3876859192919058	Nme7	inf	3.421842303983813e-269	0.8557391692719964	0.718443585571864	0.10240742711385448	Hydin	inf	6.573390890803259e-286	0.8729096989966555	0.9306762100155823	0.6590401680009232	Samd4	inf	3.130033106932139e-111	0.7008310249307479	0.7453158970746351	0.07265098737511076	Cd180	635.1369	0.0	0.6511627906976745	0.7777299439401077	0.5243785908642747	D330050G23Rik	313.19327	3.052868260481916e-250	0.3618503304161457	0.6364251059233389	0.2126463941045375	Ctsh		0.0	0.9090521831735889	0.6795695138902527	0.2025693564318081	Osbpl6	472.61322	0.0	0.7556529909176323	0.7022066255375116	0.3525345889881321	Pcsk6	621.7001	3.4135301060313076e-166	0.6980638409209837	0.6855441454239788	0.07157450261404573	Grip1	307.48734	2.6569624309204152e-162	0.46330397651454497	0.6325831474541777	0.08769294867110056	Fkbp5	399.02994	4.487237487807687e-253	0.5949984751448613	0.6763211546973875	0.10383430812585884	Tgfbr1	inf	1.4848244076353985e-179	0.6115196078431373	0.6709868289887368	0.1039329232011856
19	Vegfa	inf	0.0	0.7866827357637842	0.756887437016942	0.2179378677911134	Ppp1r14c	inf	0.0	0.6936279926335175	0.7261907398915873	0.4539779990584683	Aqp5	427.48282	5.684032047243284e-269	0.5908887896382313	0.7183454709033577	0.10826825093103791	Gad1os	inf	1.3346353549628196e-282	0.8762541806020067	0.928169724642562	0.571589916214374	Vtcn1	804.481	6.851784844043384e-109	0.5013850415512465	0.7427275697857436	0.33520011497511065	Onecut2	607.66315	0.0	0.6024489076814659	0.7734171524983411	0.5169647330254457	Pkhd1		2.4986004052459946e-246	0.8130023218431863	0.6353527915892049	0.1039565701734269	Col15a1	355.94736	0.0	0.43812566560170396	0.6772295603352186	0.30443656049989193	Ica1l	424.68484	0.0	0.6853742561854056	0.7013272035852804	0.38440072427104066	Gm42836	inf	7.369338906439286e-161	0.7048665620094191	0.6825405615293895	0.05475069406881303	Ttc23l	280.08737	1.3968083299417446e-151	0.3720309580998132	0.6281384194627412	0.10822251354298856	Cyyr1	402.58932	5.029257339157952e-253	0.3650503202195791	0.67629624144995	0.2977152471394723	Fn1	inf	2.63943606857776e-171	0.6004901960784313	0.6670263262287174	0.11668235914993706
20	Emp2	inf	0.0	0.6869539017776438	0.7549319192187544	0.23032790039909454	Tmem163	inf	0.0	0.8034622467771639	0.7250803401639219	0.452033806238042	Actb	659.91144	1.0922004775523894e-266	0.6895935685573917	0.7174114032338647	0.06748566274745382	Ak7	inf	4.813071920235064e-281	0.862876254180602	0.9269765938128772	0.6319131489755121	Gabrp	621.9718	7.184429458049376e-109	0.4903047091412742	0.7426860498536484	0.3651448160058077	Fmnl2	714.5877	0.0	0.7073643410852714	0.7702771460755786	0.37180359114799266	Eya2	357.2931	3.49234029435059e-246	0.7072691552062869	0.6353074626419213	0.1142119127526422	Fhit	611.199	0.0	0.6402555910543131	0.675825209608722	0.2843089468142812	Rims1	452.41446	0.0	0.6065768869401816	0.700970892627361	0.38047886182419777	Hecw1	548.0732	9.024703731454907e-143	0.5206698063840921	0.6720200870688082	0.08929699242479865	Fras1	283.63516	5.563535407218763e-142	0.41473178542834266	0.6240184594323279	0.10585422838712062	Fgd5	308.92374	8.200288449297855e-245	0.36322049405306495	0.6734157209132725	0.27211163963825935	Atrnl1	inf	6.436092636020373e-169	0.7618464052287581	0.6658489382093312	0.10444518200153807
21	Itgb6	inf	0.0	0.6959927689062971	0.752226438138638	0.20666761944865353	Npc2		0.0	0.9012891344383057	0.7223210075281477	0.3335288039200395	Bcar3	inf	1.5291218238617927e-259	0.7481018311746316	0.7144811964846549	0.0792546571875356	Ankfn1	inf	1.2348429216703094e-275	0.8578595317725752	0.9228463891322038	0.5077993811145988	Muc5b	inf	1.2232105271163339e-103	0.5193905817174516	0.7367887386625686	0.2617621302113329	Pkm	546.4944	0.0	0.6983791402396053	0.7701694462891501	0.43298670028162717	Slc35f1	447.15598	7.992485904222729e-243	0.45150919807108414	0.6343793767764169	0.1456839671293902	Spatc1	261.52213	0.0	0.39605963791267307	0.6744099196358871	0.34451102262746913	Ros1	572.202	0.0	0.7021609771374883	0.6975734407844744	0.3574953688597085	Ccser1		3.916386102120836e-138	0.9031920460491889	0.6691952085430728	0.06654987315527769	A730049H05Rik	329.06287	1.658217177779386e-138	0.4897251134240726	0.6224959095174583	0.08885356948550896	Lhfp	459.45746	5.8099192774634875e-233	0.5434583714547118	0.6691766236275146	0.0888656222477908	Cdh1	inf	7.398299647334377e-169	0.7091503267973857	0.6658116871544052	0.09164698806622976
22	Carmil1	inf	0.0	0.836697800542332	0.7469809258526808	0.19967861769421608	Rgcc	inf	0.0	0.7843093922651934	0.7204349653183088	0.4139231437256382	Gprc5a	inf	7.873960401468043e-255	0.7847253238052702	0.7125246393070057	0.0777443517382356	Vwa3a	inf	2.956690557435028e-273	0.8528428093645485	0.9210089387780606	0.5966124547599941	Fat3	912.3526	6.394327394298965e-102	0.5110803324099723	0.7348204090330166	0.23488764127870276	Vim	561.0824	0.0	0.5524136715997181	0.7665246621764793	0.5613394865895764	Gm38304	388.71866	5.055526014544515e-240	0.5106268976602965	0.633599990650978	0.14556133505487473	Ubr5	427.6503	0.0	0.7443024494142705	0.6729034037658637	0.24558219915096574	Hs3st5	477.39792	0.0	0.45718759787034136	0.697469594294576	0.47102530764916034	Samd5	333.46936	2.9819043548819096e-137	0.543171114599686	0.6686494646014531	0.06151740704767907	Sh3d19		2.375052254166199e-136	0.8505471043501468	0.6215398539646051	0.08456362584381413	Plcb4	408.5814	1.135982475657116e-229	0.4989326014028667	0.6679753652782792	0.14356957865242867	Lpp		1.1796587728556784e-168	0.9387254901960784	0.6657052812082023	0.06781305247982891
23	Pde7a		0.0	0.8867128653208798	0.7452959465908136	0.1541177643661854	Npnt	inf	0.0	0.7857090239410681	0.7195803139697272	0.4355617061716207	Rpl23	378.6224	1.9485440069903508e-247	0.5962483251451541	0.7094226759856553	0.07729958864326078	Dnah11	997.6045	2.513067728549552e-271	0.8578595317725752	0.9195107864602199	0.36868670499701117	Ptpn13	inf	7.471287773269003e-101	0.7770083102493075	0.7335832999249736	0.05853878153018038	Tafa2	inf	0.0	0.5439570119802678	0.7617443123906923	0.5799709754876592	Gm16183	349.51074	2.6965963756142186e-234	0.3416681550276835	0.6319978032924842	0.17901143062138242	Gm15261	inf	0.0	0.7306709265175719	0.6719651349945595	0.24416722869463753	Stk39		0.0	0.9245223927341059	0.6969597478697166	0.3379237698247752	Lamc2	inf	2.9508737119462313e-133	0.7619047619047619	0.6661851771140959	0.0505600672238633	Atp8b1	276.37207	2.797525468934372e-136	0.5564451561248999	0.6215039221740616	0.08710416306327953	Col4a1	inf	1.0001568333183048e-225	0.8103080207380299	0.666525901869563	0.09570874235815673	Fndc3b		1.2363106158121018e-166	0.8815359477124183	0.6647080206706092	0.07864379891516464
24	Slco3a1	inf	0.0	0.6785176257909009	0.7448702977338386	0.2673982516573214	Kcnj15	649.2002	0.0	0.565451197053407	0.7191436106825733	0.4509724534461448	Pmvk	536.01434	8.980699713147535e-238	0.6114336757481018	0.7053005337826799	0.07891986537027848	Cdhr3	inf	9.675429286785256e-271	0.8461538461538461	0.9190457736413594	0.5791938709380984	Mtus1	inf	1.3585402626761397e-100	0.7493074792243767	0.7332695518510947	0.07003248544547266	Ptprt	inf	0.0	0.5742600422832981	0.7611604398205074	0.5255592365230056	Zfp385b	430.9795	4.2407151283733763e-234	0.6026076085015182	0.6319378410932279	0.1362105704895185	Phldb2	inf	0.0	0.8698615548455804	0.6716873243516225	0.22762194924876966	Mlph		0.0	0.936235515189477	0.6964586323426271	0.33499064699298353	Ano1	inf	1.6486547213965853e-131	0.7781266352694924	0.6650833912868874	0.04810927375018899	Pam	inf	1.0259996752786163e-134	0.6792100346944222	0.6208042549972949	0.10407820676047341	Plcl1	394.2382	1.1475794326190946e-223	0.38487343702348276	0.6657610600089725	0.17242161614131185	Col4a1	inf	1.5986314269003074e-164	0.7802287581699346	0.6636598091451487	0.06135672960508275
25	Myh14	inf	0.0	0.7110575474540525	0.7444222596274463	0.2367416407373395	Atp11a	inf	0.0	0.8551012891344383	0.7167051278928889	0.39530382893423577	Atp1b1	inf	8.884396689978561e-235	0.8758374274229567	0.7040009678543712	0.08009348229253095	Ak9	inf	1.8250325047493858e-270	0.8411371237458194	0.9188199918018227	0.7125294482577657	Mecom		3.96659832693398e-98	0.9847645429362881	0.7303912452818002	0.018035364823906677	Arhgap42	693.44965	0.0	0.6939746300211417	0.7599839294298364	0.4619571025178859	Tspan9	334.55872	1.8276397837995522e-230	0.6506519021253795	0.6309090044019746	0.12821449043572622	Lmo7		0.0	0.8623003194888179	0.6715462538767594	0.2034121681494948	Tcf7l1	inf	0.0	0.8474788600062637	0.6954912834294295	0.3524181258205331	Mcpt1	inf	4.732481285021213e-129	0.34746206174777605	0.6635362402107323	0.17820729958731002	Lyst	inf	1.2323964920326006e-133	0.7750200160128102	0.6203177788145352	0.0919896974480331	Acer2	319.94577	2.303601229652274e-217	0.3586459286367795	0.6634124194453556	0.23099228742280262	Iqgap1		1.500356974443854e-162	0.9468954248366013	0.6626743569298768	0.05612419368808493
26	Magi3	inf	0.0	0.8336848448327809	0.7442803390973703	0.17849986615242067	Alcam		0.0	0.9297974217311233	0.7091671404577712	0.39734836552458064	Lhfp	681.519	2.440221214452694e-226	0.5935685573916927	0.7003013752668983	0.08472420445374615	Lrrc36	inf	5.363072683089933e-268	0.8411371237458194	0.9168981290529886	0.6427364434613625	Pbx1		4.865589908057232e-93	0.8933518005540166	0.7243411158399691	0.02650624235662536	Gm37855	494.4947	0.0	0.569415081042988	0.7597954667281424	0.4890575864359588	Pcsk6	344.68726	6.904803212682153e-225	0.6029648151455617	0.6293169920521977	0.12224548344959688	Src	307.0865	0.0	0.5566560170394036	0.669268098059197	0.26713182610927605	Atxn7l1	inf	0.0	0.895208268086439	0.6940216696909896	0.33571898256527155	Foxp1		1.9830073620494935e-128	0.9518576661433804	0.6631365510340494	0.05903050704196565	Itga2	inf	1.3036173316047352e-131	0.6487856952228449	0.6194041055630513	0.07310778350705707	Sparcl1	253.39706	2.818787037251596e-207	0.33241842025007623	0.659585699021332	0.2590703833116027	Nebl		6.927178728315867e-152	0.7949346405228758	0.6572580518343245	0.059497024584066756
27	Nckap5		0.0	0.9867429948779753	0.7391851768109401	0.14516713162499073	Slc34a2	inf	0.0	0.7473296500920811	0.7081350697332636	0.42070542478466627	Gm42836	inf	1.1665403397530557e-224	0.7146047342563644	0.6995530148877952	0.07258360585071884	Dnah9	inf	1.6801531105205607e-265	0.9046822742474916	0.914946196164901	0.2630235387236932	Col23a1	inf	5.0455741592311725e-93	0.6952908587257618	0.7243088204634373	0.09437130234850745	Zeb2	497.71976	0.0	0.5514446793516561	0.7557737214384151	0.4810683710118324	Gramd1b		2.1112305142543217e-221	0.843007679942847	0.6283105403801214	0.10770979875932898	Elmo1	508.74854	0.0	0.7159744408945687	0.6666500953900967	0.21069162371686703	Rapgef5	inf	0.0	0.884246789852803	0.6933555644739657	0.33692557007287993	Tgfbr1	501.27686	6.040138124690649e-128	0.6441653584510727	0.6628236500168797	0.056362157364046206	Chrna9	315.4067	3.2938909877723805e-131	0.28529490258873763	0.6192182955942815	0.14887042846432727	Pecam1	292.86942	2.3839824887920483e-204	0.377554132357426	0.6584537364244266	0.17272242262394705	Mlph		8.720294983334331e-149	0.9011437908496732	0.6556416905009606	0.056529286364009085
28	Hs2st1	inf	0.0	0.6999096113287134	0.7372878868013502	0.23912066568387447	Ppp1r9a		0.0	0.9241988950276243	0.7031295789861689	0.35415849736223876	Rgcc	inf	4.6047686465415804e-222	0.8561857972309067	0.6983945058767089	0.056663474787233076	Scgb1a1	inf	6.520990424782585e-265	0.8578595317725752	0.9144752830049167	0.31189911628922706	Grip1	inf	1.1531973933930498e-91	0.6011080332409973	0.7226545501657742	0.053025112880385555	Pbx1		0.0	0.9127906976744186	0.7547861296883539	0.4439333560022601	Bend7	inf	5.50312389127396e-216	0.8256831577067334	0.6267333658247461	0.1183867365672606	Ica1	418.40222	0.0	0.6847710330138446	0.6666303861623853	0.231554178591193	Nr3c1	inf	0.0	0.7922956467272158	0.6929692818658134	0.3796400536253339	Magi1		3.6412376832811058e-121	0.967032967032967	0.6584664533662914	0.042490933182849036	Lpcat1	283.7543	3.078755278563162e-130	0.6357085668534828	0.6187750073159181	0.07472630806043204	Slit3	600.0168	4.568850710537965e-204	0.34309240622140896	0.6583387671023859	0.20313311754453567	Olfr56	491.44397	3.7498609780215377e-147	0.49060457516339867	0.6547837966548666	0.09877507013598942
29	Ptprm		0.0	0.9252786984031335	0.7319592688376467	0.15711854922773827	Malt1	inf	0.0	0.7786372007366482	0.7027106524811192	0.3961045223211941	Myo5b		5.329261757950172e-222	0.8914694059848146	0.6983599272264447	0.05656619269565255	Cdc14a	inf	3.4639591749739174e-263	0.8846153846153846	0.9131161581853487	0.42995836947672383	Camk2b	inf	2.9087276981276723e-90	0.6551246537396122	0.720913410587194	0.08925520404784225	Actb	539.5434	0.0	0.7153805496828752	0.7541559491560716	0.3067266611850621	Elmo1	345.1708	5.2846473424535584e-210	0.6752991605643865	0.6249687861088227	0.10652453587711985	Gpc6	566.6262	0.0	0.607667731629393	0.6651157129350985	0.22962375435024912	Rrbp1	inf	0.0	0.8799874725963044	0.6925790098203732	0.3648126409597664	Errfi1		1.0088661731856887e-118	0.8409209837781266	0.656865407422632	0.05016750885264623	Pifo	242.75688	1.131658264794489e-129	0.5076060848678943	0.6185144468639199	0.08076242424190813	Ttc28	240.53789	6.859258623705797e-204	0.41171088746569073	0.6582648966770509	0.119014828222887	Epcam	446.2879	6.410651927853495e-144	0.4791666666666667	0.6530779313720021	0.0985387769082046
30	Clic5	inf	0.0	0.6553178668273576	0.7263924221132868	0.218478107978086	Ptprn2	inf	0.0	0.6450828729281768	0.7019450090968197	0.47644939623334914	Malt1	inf	1.5693558313792482e-216	0.8664582402858418	0.6958984981517626	0.05869292076729023	Spef2	979.5339	6.382647497967854e-259	0.8311036789297659	0.9097541006120256	0.5204953304474933	Rad51b	inf	4.775863653349487e-90	0.7202216066481995	0.7206406731141216	0.06287926667174622	Itgb1	inf	0.0	0.8396758280479211	0.753092155282795	0.35705429917412446	Gm15347	inf	1.1628051140268947e-199	0.7929987497767459	0.6218613097847066	0.11033781097795756	Lyst	inf	0.0	0.8317358892438764	0.6646206805847628	0.21593471155824656	Col18a1	537.47675	0.0	0.6003758221108675	0.6901287583752008	0.38821596206036235	Iqsec1	558.3842	4.506534660647502e-117	0.6891679748822606	0.6557655051447956	0.06439144545434386	Pde7b		2.451162745609569e-127	0.8134507606084868	0.617440665223534	0.07573367157126451	Vwf	372.6703	2.5705974759128236e-203	0.3354681305275999	0.6580374992788866	0.25294858647395324	Anxa3	inf	4.3032905428134896e-142	0.823937908496732	0.6521030567926234	0.05769148886864571
31	Cldn18	inf	0.0	0.6767098523651702	0.7209011619714152	0.15451005823172828	Acaca	inf	0.0	0.7183793738489871	0.6999339298190788	0.42989001307628594	Itgb1	inf	1.7875457123667474e-212	0.82358195623046	0.694050205007544	0.05521223265787053	Stk33	inf	1.3156624966191857e-251	0.8127090301003345	0.9039324989152013	0.663327547027842	Lrmda		8.283081460282583e-90	0.9307479224376731	0.7203389414858332	0.030664524564580724	Apbb2	inf	0.0	0.8676885130373503	0.7530170249667549	0.42332468914035776	Alk	356.86322	3.35311986993271e-199	0.44650830505447403	0.6217173992036734	0.12787983901993172	Dnm3	425.73474	0.0	0.6930777422790202	0.6644326000494113	0.20067006692340084	Sorbs2os	336.59732	0.0	0.5856561227685562	0.68899912425634	0.3347626364411406	Mgat5	inf	2.770860132993616e-113	0.7660910518053375	0.6532292298493343	0.05777038715421751	Col23a1	506.32224	9.451990475019108e-126	0.5623165198825727	0.6167073636465035	0.09059315898232154	Galnt18	612.1531	1.3284227967761902e-202	0.59225373589509	0.6577558577923951	0.08687734962575676	Itga2	inf	3.307457252013374e-141	0.6380718954248366	0.6516197160934037	0.07283550964108151
