	clusterAT1-like_names	clusterAT1-like_logfoldchanges	clusterAT1-like_pvals_adj	clusterAT1-like_percent_expressed	clusterAT1-like_auroc	clusterAT1-like_auprc	clusterAT2_names	clusterAT2_logfoldchanges	clusterAT2_pvals_adj	clusterAT2_percent_expressed	clusterAT2_auroc	clusterAT2_auprc	clusterAT2-like_names	clusterAT2-like_logfoldchanges	clusterAT2-like_pvals_adj	clusterAT2-like_percent_expressed	clusterAT2-like_auroc	clusterAT2-like_auprc	clusterCiliated cell_names	clusterCiliated cell_logfoldchanges	clusterCiliated cell_pvals_adj	clusterCiliated cell_percent_expressed	clusterCiliated cell_auroc	clusterCiliated cell_auprc	clusterClub cell_names	clusterClub cell_logfoldchanges	clusterClub cell_pvals_adj	clusterClub cell_percent_expressed	clusterClub cell_auroc	clusterClub cell_auprc	clusterEarly EMT_names	clusterEarly EMT_logfoldchanges	clusterEarly EMT_pvals_adj	clusterEarly EMT_percent_expressed	clusterEarly EMT_auroc	clusterEarly EMT_auprc	clusterEarly gastric_names	clusterEarly gastric_logfoldchanges	clusterEarly gastric_pvals_adj	clusterEarly gastric_percent_expressed	clusterEarly gastric_auroc	clusterEarly gastric_auprc	clusterEndoderm-like_names	clusterEndoderm-like_logfoldchanges	clusterEndoderm-like_pvals_adj	clusterEndoderm-like_percent_expressed	clusterEndoderm-like_auroc	clusterEndoderm-like_auprc	clusterGastric-like_names	clusterGastric-like_logfoldchanges	clusterGastric-like_pvals_adj	clusterGastric-like_percent_expressed	clusterGastric-like_auroc	clusterGastric-like_auprc	clusterHigh-plasticity cell state_names	clusterHigh-plasticity cell state_logfoldchanges	clusterHigh-plasticity cell state_pvals_adj	clusterHigh-plasticity cell state_percent_expressed	clusterHigh-plasticity cell state_auroc	clusterHigh-plasticity cell state_auprc	clusterLate gastric_names	clusterLate gastric_logfoldchanges	clusterLate gastric_pvals_adj	clusterLate gastric_percent_expressed	clusterLate gastric_auroc	clusterLate gastric_auprc	clusterNeuronal-like_names	clusterNeuronal-like_logfoldchanges	clusterNeuronal-like_pvals_adj	clusterNeuronal-like_percent_expressed	clusterNeuronal-like_auroc	clusterNeuronal-like_auprc	clusterPre-EMT_names	clusterPre-EMT_logfoldchanges	clusterPre-EMT_pvals_adj	clusterPre-EMT_percent_expressed	clusterPre-EMT_auroc	clusterPre-EMT_auprc
32	Cadm1	inf	0.0	0.8150045194335643	0.7189240100239005	0.13061258503637557	Foxp1		0.0	0.9481399631675875	0.6984882285904571	0.3478548145133307	Iqgap1		8.162967899770395e-208	0.9598034836980796	0.6919130928639872	0.062264495994543055	Cfap65	799.7179	1.6931442790535896e-251	0.8093645484949833	0.9038341371591251	0.7230312196024387	Chn2	603.4923	1.0023992396547818e-88	0.49445983379501385	0.7190080211000484	0.12831909011952286	Add2	485.28775	0.0	0.5203488372093024	0.7525151638830206	0.5445066229747224	Thsd4		3.560629680287181e-194	0.882836220753706	0.6201745981988723	0.10064983608315343	Sorl1	365.02808	0.0	0.659531416400426	0.6643670435135475	0.22201180231774273	Eya2	455.02814	0.0	0.7676166614469151	0.6880432871656227	0.3345133532501924	Tnfaip8	364.5557	2.87851484169075e-112	0.4897959183673469	0.6525386554498696	0.06713803654516852	Slc1a3	276.16086	5.148173389529769e-122	0.5334934614358153	0.6149632672125835	0.08250557858209027	Ebf1	512.37396	2.8871856552939374e-201	0.3342482464165904	0.6572313992902629	0.2470197977119325	Nt5e	456.55136	7.663841098188429e-138	0.5747549019607843	0.6498071941689529	0.07967317481036597
33	Lhfp	inf	0.0	0.5866224766495932	0.7181595530743369	0.18939412116183954	Itpr1	inf	0.0	0.7652302025782689	0.6982754320012545	0.3969020603008981	Rps14	322.8503	1.627732895271168e-207	0.5953550692273336	0.6917696911577448	0.07595205361038448	4930444A19Rik	inf	1.0990366266464883e-249	0.9163879598662207	0.9023706251869579	0.20216007051220625	Fry	639.5987	2.183031871941402e-86	0.574792243767313	0.7161090583173763	0.05778484384494132	Zfpm2	650.24567	0.0	0.5829809725158562	0.7519906924377145	0.4537432271284983	Gm16599		8.19930009894687e-188	0.9639221289515985	0.6181940321007324	0.10961722775209766	Airn	inf	0.0	0.8649627263045794	0.6637807827990807	0.20634830214509264	B3galt2	509.21582	0.0	0.6999060444722831	0.687657704364308	0.3870567277110222	Emp1	276.928	2.4718357198942358e-110	0.44636316064887493	0.6512160451920871	0.05312783945087834	Aox1	365.9205	4.801883357317784e-118	0.6586602615425674	0.6130778983363022	0.07731533734867782	Nxpe2	304.0161	4.9243822278153775e-192	0.3333333333333333	0.6535932517935527	0.21383536426408148	Mprip	inf	1.7161137295594975e-136	0.8202614379084967	0.6490705970050745	0.0660890098625671
34	Gprc5a	inf	0.0	0.7191925278698403	0.7150262641891019	0.15934656178716772	Dram1		0.0	0.8808839779005525	0.6975815306087296	0.3498258988772879	Ntm	690.06366	1.7961038615917487e-205	0.5609647163912461	0.6908216789813639	0.07321192281326586	Gm16168	inf	3.810553268943876e-247	0.903010033444816	0.9003150213726497	0.09195973794044886	Sox6	685.96844	3.9020328634039604e-86	0.5554016620498615	0.7157856989734369	0.09631228057181183	Tcf4	inf	0.0	0.7874383368569415	0.7501325351299112	0.3550949421603759	Rp9	inf	1.7439181965412502e-186	0.6611894981246651	0.617773492867221	0.11541872393644625	Insyn2a	421.03436	0.0	0.6748668796592119	0.6635185829696811	0.2267424883124555	Slc1a3	343.48117	0.0	0.625242718446602	0.6855616025505524	0.3483542618796815	Runx1	inf	2.530178169127202e-109	0.7828362114076399	0.6505210806737018	0.05059515750841952	Rpgrip1	173.95427	2.305970504564733e-115	0.4326127568721644	0.6117903949516796	0.08466142229828491	Tshz2	inf	8.153734470373943e-192	0.717291857273559	0.6535010073640831	0.09139594430164744	Msn	431.16962	3.6984255091851426e-134	0.6045751633986928	0.6477877346007398	0.07354175423311825
35	Il18r1	inf	0.0	0.6821331726423622	0.7106315518891485	0.1685451111056134	Atp1b1	inf	0.0	0.8006629834254143	0.6962762041142856	0.37573302749258725	Col4a2	inf	6.16269988169005e-205	0.878517195176418	0.6905685908398751	0.05996481599692421	Foxn3	inf	1.5725740073231004e-246	0.919732441471572	0.8998077853034349	0.25603610264593213	Zbtb16	inf	4.064138466722981e-83	0.8462603878116344	0.7119775798403205	0.01962836390828392	Kirrel	498.5296	0.0	0.5945207892882312	0.7495307841426587	0.43566090343894737	Filip1	298.13354	9.807845703060327e-180	0.6804786569030183	0.615628053846146	0.10016399337718349	L3mbtl4	413.22302	0.0	0.40649627263045796	0.6619849373082426	0.2825172964279159	Mcc	405.74545	0.0	0.6340745380519888	0.6840020873192378	0.33873931360564846	Gm15475	222.03151	1.9743971574607854e-105	0.3239141810570382	0.6478131126085859	0.13112588863176558	5031425E22Rik	259.2121	6.815005212986795e-113	0.5302908993861756	0.6105837494689986	0.09796228706709723	Fry	313.10614	1.5232979453936754e-189	0.4791094845989631	0.6525884397152452	0.09916418176979852	Sh3rf1	inf	1.6753537511473385e-133	0.7949346405228758	0.6474224828223524	0.070510680049081
36	Dennd3	740.9336	0.0	0.6357336547152757	0.705532922523434	0.16718700020507865	Entpd1	738.02795	0.0	0.6115653775322284	0.6932587393213048	0.42096152195189285	H2-D1	343.68607	6.327833185084672e-205	0.5314872711031711	0.6905581774920815	0.08622736709349879	Kif6	913.8342	3.85477342806332e-246	0.8244147157190636	0.8994832551729507	0.3566043974269335	Ppp2r2b	631.70575	6.189336817336612e-82	0.4473684210526316	0.7104587067769208	0.16046024142438453	Myh9	inf	0.0	0.8653981677237491	0.7466942864361241	0.3934743947042935	9530036O11Rik	331.01205	1.8182447952323137e-173	0.6956599392748705	0.6135994424251562	0.10968369556723642	Esrrg	414.95944	0.0	0.5362087326943556	0.6615852218684407	0.22902606377953294	Slc8a1	363.11685	0.0	0.6462887566551833	0.6828663955647277	0.3366983064777629	Timp3	inf	4.432368164151652e-102	0.716902145473574	0.6454343382627052	0.07052972132149542	Atxn1		9.043928903623845e-112	0.922337870296237	0.6100290169111771	0.08260347199546281	Csmd1	inf	1.3475381314093162e-185	0.3592558706922842	0.650993496971065	0.23055662841663171	Sat1	379.70972	1.6753537511473385e-133	0.5	0.6474178677482486	0.0901274216425492
37	Ppp3ca		0.0	0.8689364266345285	0.7041184520192919	0.20506441490023636	Cecr2	547.8909	0.0	0.49023941068139965	0.6927467992533788	0.4224222312216989	Cd36	inf	6.454023007819238e-203	0.7869584635998214	0.689620429590815	0.08469365448432456	Spag16	inf	1.7087846402361405e-245	0.8478260869565217	0.8989503259034661	0.2295051619236073	Msi2		1.3844808153109856e-81	0.8975069252077562	0.7100037324551405	0.0261985658450144	H3f3b	580.312	0.0	0.7328224101479915	0.7438008987759714	0.3812006679925467	Zfp704	344.10178	8.176697993813523e-171	0.7297731737810323	0.6127277829108084	0.10908972774318623	Tanc2		0.0	0.8815761448349307	0.6607521402454962	0.21938627920611148	Atxn7l1os1	427.9945	0.0	0.7597243971186971	0.6802981852173051	0.33451407024907776	Syn3		4.0431242603317257e-101	0.7660910518053375	0.644748422025725	0.08216835083003218	Magi1		1.0840595409521906e-109	0.9402188417400588	0.6090039543507945	0.08559058721558428	Arhgap31	364.65643	1.9598294536915283e-185	0.609942055504727	0.6509229015468182	0.08615922138223578	Cldn18	495.48688	9.231982140159553e-132	0.5964052287581699	0.6464539269061601	0.06804037089954515
38	Npnt	inf	0.0	0.8014462187405845	0.6959300658202667	0.09723442857047762	Iqgap1		0.0	0.9177900552486188	0.6897215069114211	0.3728088518904813	Napsa	467.50986	1.3562539220904255e-200	0.6619026351049576	0.6885312176358943	0.0756317395623912	Lrriq1	978.46423	4.574300755864766e-242	0.7959866220735786	0.8961545760226326	0.6601048100801327	Lrp4	735.6807	4.573937435710445e-81	0.556786703601108	0.7093220019571903	0.12307771785849403	Otulin	inf	0.0	0.7040169133192389	0.7419062930097703	0.4439151769560581	Ret	303.0159	1.7429843643845626e-163	0.5063404179317735	0.6102872855735795	0.12887499471745295	Shank2	inf	0.0	0.7091586794462194	0.6592884587242491	0.20067058659454812	Kcnq1ot1	inf	0.0	0.8702787347322267	0.6800258090914997	0.3247440297371963	Ptprn	inf	2.1674997934703418e-99	0.750392464678179	0.6435091841831144	0.038168009183959885	Col18a1	348.12012	4.354458641555678e-108	0.5062716840138778	0.6082057116921005	0.0787355439955183	Shank3	274.00693	5.804379877712876e-185	0.31473010064043916	0.6507271309331449	0.2532814412086133	Cd44	inf	2.591603598137012e-131	0.6719771241830066	0.6462011518905897	0.06859094473327093
39	Lama3	inf	0.0	0.5218439288942452	0.6952572865297482	0.22403420340663577	Gclc		0.0	0.7807734806629835	0.6887885460190952	0.37888744398714946	Actg1	339.51138	6.283296707995017e-198	0.5765966949531041	0.6872740411451153	0.06649787090674514	Agbl4	inf	2.3757552967545255e-241	0.842809364548495	0.8955614496312775	0.439820765478975	Thrb	inf	5.945646440795621e-81	0.7174515235457064	0.7091669483080051	0.044753224567782905	Trps1	525.15344	0.0	0.5934637068357999	0.7378416831489287	0.43626920834457766	Fmo1	190.97083	2.375752087872853e-159	0.2561171637792463	0.6088835408498784	0.19286303111997952	Prkca	inf	0.0	0.7691160809371672	0.6588065636662163	0.2150495274152314	Clmn	361.82736	0.0	0.7065455684309427	0.6797579273405308	0.3327012970827198	Kirrel	264.59235	4.044303267411172e-99	0.45682888540031397	0.6433045365438751	0.04754102093729539	Lhfpl3	203.57889	3.920018412311662e-103	0.3178542834267414	0.6057026481164762	0.08922393012863583	Adgrl4	312.61874	5.765833825267272e-184	0.3193046660567246	0.6503175513785161	0.24093731386827646	Rin2		3.135554437505793e-131	0.9056372549019608	0.6461505797946084	0.06464606188236302
40	Scnn1g	578.3347	0.0	0.4377824645977704	0.6937160400381719	0.2754412509019236	Lrrk2		0.0	0.8058931860036832	0.688399802888306	0.4004379889359158	Clu		9.141147821764154e-197	0.8048235819562305	0.68672041627055	0.057191608624676836	Tmem232	inf	5.381722519710588e-238	0.7993311036789298	0.8928017498115303	0.44844522548313315	Gm37245	842.4695	3.9708242831122605e-79	0.4307479224376731	0.7068094895738377	0.2984442743107759	Ncam1	604.907	0.0	0.492600422832981	0.7374135733413745	0.5128726400575656	Dock1	333.38452	1.9842686900362597e-155	0.7456688694409715	0.6075384450848721	0.11259643216416666	Agrn	266.559	0.0	0.4724174653887114	0.6565945030003452	0.2555735227722635	Dock4		0.0	0.8784215471343564	0.6791150880092959	0.3472574541767719	S100a6	inf	8.144887184997707e-99	0.6614338042909471	0.6430810968774424	0.03785790183777478	Gm42722	185.36043	5.289312720519956e-102	0.4302108353349346	0.6051130983435933	0.07821653019823385	Igfbp7	525.14966	7.510012317732396e-184	0.6755108264714852	0.6502664833096411	0.07952091440474802	Tpm1	inf	3.144586044497078e-131	0.7732843137254902	0.6461452183319769	0.07764819075573505
41	Mprip	inf	0.0	0.8104850858692377	0.6934893334667698	0.13646035268771134	Nckap5		0.0	0.9886556169429097	0.6882021682225531	0.27686104702176706	Ndnf	738.5209	1.3387985976605844e-196	0.5712371594461814	0.6866374417960474	0.0740676729270151	Stox2	inf	4.914709934021938e-237	0.9230769230769231	0.8920019750567685	0.15358790483069865	Larp4b	inf	7.55154615508092e-77	0.8337950138504155	0.7038201487835923	0.049465995550116076	Gm26903	597.38525	0.0	0.5753171247357294	0.7372782324335182	0.45687765638392763	Sorcs2		5.272437039297865e-155	0.8424718699767816	0.6073888815764609	0.10317221859019422	Plekha6	319.46393	0.0	0.5349307774227902	0.656270197065634	0.24920864710322632	St8sia6	306.21005	0.0	0.5903538991544003	0.6785951277606929	0.33662596247104437	Pparg	400.28458	6.2529896743189e-97	0.5881737310308739	0.6417145673194057	0.05875099726862118	Shisa9	208.65999	3.951598784309648e-100	0.26794769148652253	0.6041433873455476	0.10997887855506303	Fbxl7	320.69788	1.1262212418970534e-182	0.38487343702348276	0.6497828482770536	0.12787276120807478	Myh9	inf	1.3243017833689146e-126	0.7336601307189542	0.6435570277983803	0.062202634378047794
42	Galnt18	inf	7.388100634161423e-305	0.580295269659536	0.6921482905969725	0.18056593408797111	Ctsh		0.0	0.8847882136279926	0.6878177025140376	0.3144562609913777	Rps29	317.87152	2.0390187843211665e-196	0.49129075480125056	0.686546491933196	0.07987091134585814	Dnah10	918.2484	3.6870938372354946e-236	0.7859531772575251	0.8912713104632627	0.6536418631303332	Ccnd3	inf	7.628290439441993e-75	0.7894736842105263	0.701161977083714	0.030586965180128788	Anxa2	578.53534	0.0	0.7307963354474982	0.736137435387423	0.35440596529620805	Kcnc3	270.75516	2.0981482042805017e-153	0.659582068226469	0.6068326629661511	0.10442952004930636	St6galnac3	inf	0.0	0.7112886048988285	0.6560362692221298	0.22006784091491893	Cdc73	444.5414	0.0	0.701597243971187	0.6770411027831764	0.37794535055088313	Lmo7		1.228984826800444e-93	0.8508634222919937	0.6392796885577193	0.0387409767689902	Ptprg	inf	1.6805492072741183e-99	0.7552708833733653	0.6038150045963537	0.08172801706424988	Dgkh	258.7524	1.0507409606902493e-180	0.5263799939005794	0.6489722101955948	0.07606919441820313	Golm1	419.04153	5.125453905107009e-125	0.5890522875816994	0.6426546155800527	0.07057287445478992
43	Cttnbp2nl	625.2567	2.7791367604263586e-291	0.5378125941548659	0.6878131461223962	0.2028414900449244	Sftpb		0.0	0.9331123388581952	0.6842773985573947	0.2848936861183062	Lmo7		6.071089135336054e-196	0.8637784725323805	0.6863177119554954	0.06020310463873006	Wdr66	798.015	1.91989389028986e-234	0.7859531772575251	0.8898425525234953	0.5592238898956807	Dapk2	734.2473	1.6681027315398464e-72	0.5554016620498615	0.6979980299820314	0.08019227374814557	Rtn4	549.3825	0.0	0.7189922480620154	0.7346576638904279	0.37870216798374345	Ccdc141	inf	1.4288850495390633e-151	0.7697803179139132	0.6061923044598159	0.10436449145377197	Mboat1	349.12674	0.0	0.5799787007454739	0.6553171093694055	0.22996017300827662	Cox4i2	320.9171	0.0	0.6367052928280614	0.6767908276339314	0.3346828621595872	Camk2d		2.4849431087477423e-93	0.8958660387231816	0.6390490660482017	0.04436088072272948	Ppp1r9a		2.6015159289258256e-99	0.8897784894582332	0.6037136294069656	0.07294454398673715	Plpp1	311.6751	8.578774237128957e-178	0.3427874351936566	0.6477678920227407	0.180555475791408	Actn1	507.47043	5.840994052894855e-122	0.6805555555555556	0.6409009643385362	0.07614544564904849
44	Scnn1a	586.27515	4.630453816650285e-291	0.5754745405242543	0.687740120499085	0.1648774247834383	Ptprn	inf	0.0	0.6721178637200736	0.6842221362562101	0.42606274818113016	Kcnj15	343.97107	1.8160301249985171e-186	0.5998213488164359	0.6817685634850384	0.05418941580528842	Ccdc170	891.03357	6.7333509631900285e-233	0.7809364548494984	0.8885515260533144	0.6542320707252313	Runx1	inf	4.653380770846815e-72	0.7894736842105263	0.6973862476477383	0.030410415012480027	Tiam2	531.97974	0.0	0.5678294573643411	0.7343907165651602	0.4321656822611696	Hibadh	261.20923	1.894051382413981e-151	0.5922486158242544	0.606146441357145	0.12064761813501718	Meg3		0.0	0.8676251331203408	0.6545451108928579	0.1849302583735571	Spred1	inf	0.0	0.8720325712496085	0.6750606930358296	0.3401176330418204	Plxna4os3	305.62408	2.0266794520008318e-92	0.5766614338042909	0.6383687352595508	0.05208838995361863	Larp1b	272.5788	2.492705514966692e-98	0.5398985855350947	0.6031972776728896	0.09121032761331868	Zbtb16	inf	1.4956048467052905e-168	0.7798109179627936	0.6438885693144836	0.061232206473590595	Shroom3		7.052782229375566e-120	0.798202614379085	0.6396958203518706	0.07260392320225932
45	Gm16093		1.8070187211621467e-288	0.8728532690569448	0.6869002960524111	0.11159517409565888	Macf1		0.0	0.8629097605893186	0.6838987998619719	0.35021345512014546	Eef1a1	324.77368	2.4955204112959365e-184	0.6476105404198302	0.6807229770286144	0.06388112327615986	Btg4	841.36646	8.279698809931747e-233	0.7859531772575251	0.8884688985402353	0.513534429087154	Mob3b	inf	8.827767041381915e-72	0.7479224376731302	0.6969918082928339	0.0283096972452102	Itga5	441.33807	0.0	0.5069591261451727	0.7336784978915364	0.4901390433015391	Cox4i2	243.89758	3.245512995993528e-151	0.5384890158956956	0.6060617164958296	0.11298500089422564	Golm1	373.4051	0.0	0.6160809371671991	0.6544738729879079	0.22369359052622714	Grina	323.94647	0.0	0.6184152834325086	0.674959210278104	0.359802657387077	Col4a1	inf	3.302263075227322e-92	0.7744636316064888	0.6382064964588585	0.04623681259073558	Txnip	215.33086	1.0556622763983816e-97	0.5479049906591941	0.6028669937005521	0.08121726873620624	Hmcn1	356.6026	3.5917674008838593e-168	0.3321134492223239	0.6437227191279666	0.15837095658594538	Krt7	432.4442	2.0506559000168625e-116	0.5866013071895425	0.6376706574636848	0.06007662699980159
46	Rin2		1.1079095641168113e-278	0.8701416089183489	0.6836966254576997	0.15353072746984225	H2-K1	589.2788	0.0	0.6286556169429097	0.6838127935121829	0.3545322798370432	AA986860	inf	2.2527140871482112e-181	0.7967842786958463	0.6792693538031654	0.05370602845579668	Grip1	inf	3.189823198398877e-232	0.8929765886287625	0.8879734972592859	0.07492965029760829	Kcnq1ot1		2.5963278272443115e-70	0.8379501385041551	0.6949619156017681	0.047109144014827575	Cald1	inf	0.0	0.7943093727977449	0.7328172145486814	0.3823435479647572	Ptgs1	247.0432	1.217845805029483e-147	0.5808180032148598	0.6048006668239516	0.10914535467933195	Tgfbr1	477.84482	0.0	0.5978700745473908	0.6527699170018504	0.2428477018090488	Ptgs1	363.11456	0.0	0.6732853116191669	0.6732181963752407	0.34216432315954115	Gm37855	221.64003	9.060207288913835e-92	0.4045002616431188	0.6378754626567754	0.045759796535005476	Ndrg1	249.64511	1.1517649647287294e-97	0.46330397651454497	0.6028443723675522	0.07224502770498481	Fli1	250.60065	9.081705426117046e-167	0.31351021652942973	0.6431206245947806	0.18429530044081358	Egfl6	443.79358	4.832134179251271e-113	0.4991830065359477	0.6356570493536252	0.08702826800491803
47	Zbtb16	inf	6.78360051678197e-271	0.7469117203977101	0.6811118838183859	0.08474717597557915	Clip4	inf	0.0	0.6356537753222836	0.6803974129074959	0.37237796538874296	Tpt1	301.81924	1.3845859684598865e-179	0.48012505582849485	0.6783822937185834	0.0855339762707272	Galnt18	inf	5.863603169246702e-231	0.9280936454849499	0.886911174377522	0.06237666886594215	Pam	inf	1.5483030787498963e-68	0.7686980609418282	0.6924855846040395	0.02494364003711845	Cd44	inf	0.0	0.8011804087385482	0.7326889147405787	0.34409194397911447	Lrrc8c	inf	8.308232033073757e-146	0.7201285943918557	0.6041479054900895	0.11000894339322159	Zfp618	319.4858	0.0	0.582108626198083	0.6509939575362848	0.22509374840602794	Mtus1	336.51236	0.0	0.6932665205136236	0.6729878135045139	0.31957586668189114	Gm28376	334.04376	3.4994962186223545e-91	0.3893249607535322	0.637432607599587	0.062483348898583604	Foxp1		2.6960465932252556e-93	0.9247397918334668	0.6005263832925226	0.0700933796530318	Snrk	280.77045	1.1994096022414617e-166	0.4900884415980482	0.6430650958969595	0.11358565182618116	Gm26827		2.194305519162994e-111	0.755718954248366	0.6346609254916913	0.06854751119136182
48	Akap13		6.117953412303263e-270	0.8737571557698102	0.6807911811116072	0.1544073035119686	Cntrl	574.5269	0.0	0.5790791896869245	0.6788948616111902	0.42223682636392995	Sdc1	372.55194	1.9547828095018353e-173	0.5975882090218848	0.6753046354553405	0.06789973827386318	Syne1	inf	6.449023105482367e-229	0.8929765886287625	0.8851947890188081	0.12774220163466138	Qsox1	471.9854	4.383298879695122e-66	0.4792243767313019	0.689023188231263	0.11145748633290865	Sox5	inf	0.0	0.6184813248766737	0.7320748400751463	0.4236741038457196	Mecom		2.9605423630818335e-145	0.951598499732095	0.6039486342630377	0.08414689753956608	Hccs	272.77484	0.0	0.41938232161874334	0.6488038863755129	0.2631117058590477	Strbp		0.0	0.9537738803632947	0.6717942875596841	0.3413599423671011	Mcc	515.3897	6.0074636769638264e-90	0.5771847200418629	0.6364968856271803	0.052708528105552585	S100a14	146.70883	4.9919180510052485e-93	0.3672271150253536	0.6003802791275358	0.07666531812099309	Zeb1	270.775	5.772321935499977e-163	0.5446782555657212	0.6414785988684634	0.0765745186725116	Rpl37a	359.742	3.8249366111476086e-109	0.4170751633986928	0.633303412839323	0.07631652483333125
49	Daam2	597.55585	1.2109214867766117e-267	0.46550165712564023	0.6800184138069731	0.21554409166602706	AA986860	inf	0.0	0.6903867403314917	0.677547666364833	0.38480014239268673	Rpl41	277.28726	6.764156343878437e-166	0.48503796337650734	0.6714587777239079	0.07040912048873613	4930562C15Rik	766.1551	4.4540933921065246e-228	0.7976588628762542	0.8844826212557618	0.27504589720579936	Mecomos	459.0423	6.579624831436827e-66	0.5083102493074793	0.688757986974852	0.04016686631143372	Nfkbiz	359.701	0.0	0.5107470049330515	0.7255146064703395	0.43489058342761433	9030622O22Rik	inf	8.492180554744337e-143	0.6776210037506698	0.603066857063966	0.10863766283428912	Ndnf	551.6635	0.0	0.47838125665601705	0.6484409777211061	0.2262612890354667	Soat1	431.53564	0.0	0.7276542436580019	0.6690028092238223	0.3299847112485417	Itga6	506.7943	4.764819165008688e-88	0.6368393511250654	0.6350456180806773	0.05845335382677626	Pvt1	211.6464	5.874995135198332e-90	0.5017347211102215	0.5987121633800546	0.07401949963349123	Pde3a	248.78271	4.636601805715441e-162	0.3068008539188777	0.6410831865984373	0.1580312096110324	Lrrk1	437.10345	1.5286287112072524e-107	0.7075163398692811	0.6323196385738331	0.06929116869709734
50	Tbc1d8	inf	2.7965191610464985e-267	0.7222054835793914	0.6798948071128726	0.11477781420108732	Msrb3	inf	0.0	0.6629834254143646	0.6771104334167746	0.40892026359152733	Ptprn	inf	4.14151977413781e-164	0.743188923626619	0.6705324618337449	0.05918850978752653	Erich3	908.3057	5.800483604676481e-225	0.7642140468227425	0.8818482951583915	0.7368355543921061	Wdr72	429.80634	1.0115322781226488e-65	0.407202216066482	0.6884855324636067	0.16599149591275936	Flna	379.70123	0.0	0.6043868921775899	0.7242417260245827	0.33808706166575886	Taok3		1.2408709469129217e-142	0.879442757635292	0.6030048246868797	0.09709597290709392	Ephb2	275.6427	0.0	0.3810436634717785	0.6473957497142542	0.2513505515904088	Nxn	284.7501	0.0	0.5966802380206702	0.6682068063998973	0.3114932636712602	Far1os	inf	6.241729547597163e-88	0.7713239141810571	0.6349520998543705	0.05892388827306963	Nxn	254.97133	1.3714519656665718e-88	0.4953295970109421	0.5979554708821913	0.07508233881280676	Pdzd2	667.14026	2.575109891364345e-159	0.5574870387313205	0.6398848740287616	0.0969003932952601	Ptk2b	270.50977	1.1249523127210828e-105	0.4293300653594771	0.6311595456870913	0.07349611949532908
51	Tead1	inf	7.760086046133358e-266	0.7276288038565834	0.6794061127160238	0.15329755640851883	Tmem243	inf	0.0	0.8301289134438306	0.6767252385883691	0.36359995245626736	Atp1a1	484.12875	5.959774626488127e-160	0.7418490397498884	0.6683628456347126	0.06503317131897698	Aldh1a1	inf	1.873741122492192e-221	0.7926421404682275	0.8788594483719924	0.31795392967623665	Ascc2	571.9681	1.3162313973761031e-65	0.628808864265928	0.6883156893429256	0.06465906092168076	Cdh6	597.9558	0.0	0.4619450317124736	0.7214429351678542	0.47606260581117144	Thrb	247.77696	5.441276565367638e-140	0.5918914091802108	0.6020481940786113	0.10394435527821379	Arhgap6	319.1777	0.0	0.5631522896698615	0.6470311808073962	0.22746864585092327	Ralgapa2		0.0	0.9594112120263075	0.6677055078464038	0.3202615904485983	Sfmbt2	229.76553	1.9317819193453521e-87	0.304552590266876	0.6345735969859095	0.08358125754011708	Samd12	176.612	8.335692914844634e-88	0.37443287963704297	0.5975187525334557	0.07236095795618347	Susd6	335.83273	9.717359921072171e-159	0.7050930161634644	0.6396288537235827	0.07842727858687598	Itgb1	inf	1.1249523127210828e-105	0.6842320261437909	0.631157574309758	0.064605191561937
52	Tjp1	inf	1.8095860466133747e-262	0.6755046700813498	0.6782658966914599	0.16212394644048583	Rerg	657.49634	0.0	0.48154696132596686	0.6763860439885511	0.43034179763580854	Scd2	345.2704	9.234995384708277e-159	0.6185797230906654	0.6677338458866141	0.06403551406887265	Ccdc30	761.6174	8.146059745562104e-221	0.7759197324414716	0.878307567525141	0.3794265419316815	Nek7	628.43866	2.2364827018282347e-64	0.6966759002770083	0.686552516470076	0.044936783796010626	Sh3kbp1	345.7377	0.0	0.4689041578576462	0.7201949756418071	0.45815081196439883	Unc13c	327.75287	1.5045434676449005e-139	0.3664940167887123	0.6018850669318195	0.1167674388759777	Mylk	267.24878	0.0	0.49605963791267305	0.6460523184936202	0.2272248239650723	Sorcs2		0.0	0.8888819292201691	0.6668917132410995	0.3153796193483505	Tpm1	inf	2.794148101395761e-86	0.8095238095238095	0.6336759625551254	0.051106887621189395	Nsd1	283.2461	2.5433725403513563e-85	0.7728849746463837	0.5961304729489895	0.07821499666043782	Cdh13	498.86844	3.0088677586099386e-156	0.42086001829826164	0.6385301683223603	0.08168658509424481	Itgav	418.8602	1.5519535969546468e-105	0.608251633986928	0.6310675518766236	0.07756157013917148
